player_id,player_name,format,matches,innings,balls,runs,maidens,wickets,avg,eco,sr,bbi,bbm,4w,5w,10w
12747,Josh Tongue,ODI,0,0,0,0,0,0,0.0,0.0,0.0,-/-,-/-,0,0,0
12747,Josh Tongue,T20,0,0,0,0,0,0,0.0,0.0,0.0,-/-,-/-,0,0,0
12747,Josh Tongue,IPL,0,0,0,0,0,0,0.0,0.0,0.0,-/-,-/-,0,0,0
8383,Mark Wood,Test,37,69,6544,3621,196,119,30.43,3.32,54.99,6/37,9/100,3,5,0
8383,Mark Wood,ODI,70,69,3506,3267,19,80,40.84,5.59,43.83,4/33,4/33,2,0,0
8383,Mark Wood,T20,38,37,776,1099,1,54,20.35,8.5,14.37,3/9,3/9,0,0,0
8383,Mark Wood,IPL,5,5,120,179,1,11,16.27,8.95,10.91,5/14,5/14,0,1,0
11540,Jofra Archer,Test,15,28,3140,1562,108,51,30.63,2.98,61.57,6/45,8/85,0,3,0
11540,Jofra Archer,ODI,34,34,1775,1509,22,62,24.34,5.1,28.63,6/40,6/40,2,1,0
11540,Jofra Archer,T20,34,34,754,1002,2,41,24.44,7.97,18.39,4/33,4/33,1,0,0
11540,Jofra Archer,IPL,52,52,1218,1602,3,59,27.15,7.89,20.64,3/15,3/15,0,0,0
8578,Jack Leach,Test,38,67,9402,4838,307,142,34.07,3.09,66.21,5/66,10/166,11,5,1
8578,Jack Leach,ODI,0,0,0,0,0,0,0.0,0.0,0.0,-/-,-/-,0,0,0
8578,Jack Leach,T20,0,0,0,0,0,0,0.0,0.0,0.0,-/-,-/-,0,0,0
8578,Jack Leach,IPL,0,0,0,0,0,0,0.0,0.0,0.0,-/-,-/-,0,0,0
12777,Matthew Potts,Test,10,19,2041,1060,78,36,29.44,3.12,56.69,4/13,7/68,2,0,0
12777,Matthew Potts,ODI,11,10,402,400,3,12,33.33,5.97,33.5,4/38,4/38,1,0,0
12777,Matthew Potts,T20,1,1,24,48,0,2,24.0,12.0,12.0,2/48,2/48,0,0,0
12777,Matthew Potts,IPL,0,0,0,0,0,0,0.0,0.0,0.0,-/-,-/-,0,0,0
1742,Adil Rashid,Test,19,34,3816,2390,50,60,39.83,3.76,63.6,5/49,7/178,5,2,0
1742,Adil Rashid,ODI,155,149,7763,7283,15,232,31.39,5.63,33.46,5/27,5/27,10,2,0
1742,Adil Rashid,T20,128,123,2684,3325,5,136,24.45,7.43,19.74,4/2,4/2,3,0,0
1742,Adil Rashid,IPL,3,3,60,91,0,2,45.5,9.1,30.0,2/23,2/23,0,0,0
8022,Olly Stone,Test,5,9,610,400,17,17,23.53,3.93,35.88,3/29,4/68,0,0,0
8022,Olly Stone,ODI,10,9,394,399,2,9,44.33,6.08,43.78,4/85,4/85,1,0,0
8022,Olly Stone,T20,1,1,24,36,0,0,0.0,9.0,0.0,0/36,0/36,0,0,0
8022,Olly Stone,IPL,0,0,0,0,0,0,0.0,0.0,0.0,-/-,-/-,0,0,0
8349,Reece Topley,Test,0,0,0,0,0,0,0.0,0.0,0.0,-/-,-/-,0,0,0
8349,Reece Topley,ODI,30,30,1392,1257,17,47,26.74,5.42,29.62,6/24,6/24,2,1,0
8349,Reece Topley,T20,35,35,706,978,0,33,29.64,8.31,21.39,3/22,3/22,0,0,0
8349,Reece Topley,IPL,6,6,120,222,0,5,44.4,11.1,24.0,2/27,2/27,0,0,0
42740,Josh Hull,Test,1,2,102,91,0,3,30.33,5.35,34.0,3/53,3/91,0,0,0
42740,Josh Hull,ODI,0,0,0,0,0,0,0.0,0.0,0.0,-/-,-/-,0,0,0
42740,Josh Hull,T20,0,0,0,0,0,0,0.0,0.0,0.0,-/-,-/-,0,0,0
42740,Josh Hull,IPL,0,0,0,0,0,0,0.0,0.0,0.0,-/-,-/-,0,0,0
19587,John Turner,Test,0,0,0,0,0,0,0.0,0.0,0.0,-/-,-/-,0,0,0
19587,John Turner,ODI,2,2,66,68,0,2,34.0,6.18,33.0,2/42,2/42,0,0,0
19587,John Turner,T20,2,2,36,64,0,1,64.0,10.67,36.0,1/42,1/42,0,0,0
19587,John Turner,IPL,0,0,0,0,0,0,0.0,0.0,0.0,-/-,-/-,0,0,0
11220,Alzarri Joseph,Test,40,75,6742,4150,173,124,33.47,3.69,54.37,5/27,7/111,3,2,0
11220,Alzarri Joseph,ODI,81,79,4053,3709,28,133,27.89,5.49,30.47,5/56,5/56,5,1,0
11220,Alzarri Joseph,T20,45,44,990,1525,0,62,24.6,9.24,15.97,5/40,5/40,2,1,0
11220,Alzarri Joseph,IPL,22,22,434,691,1,21,32.9,9.55,20.67,6/12,6/12,0,1,0
50458,Shamar Joseph,Test,11,21,1740,1105,38,51,21.67,3.81,34.12,7/68,9/133,4,4,0
